Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funded,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
91Springboard,"Provider of managed co-working spaces for freelancer, and business professionals. The company offers shared working spaces, dedicated desks, private offices, and more. Some of the amenities provided by the company include WiFi, scanner/printers, gaming zone, recreational area, event spaces, private lockers, and more.",https://www.91springboard.com/,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2012,133,India,Global,Yes,"Wednesday, 27 October 2021",Series B,"$29,363,190.00",Emerging,TRUE,FALSE
NeueHouse,"Neuehouse is a platform for small businesses and freelancer to work in a community like environment, it promotes itself as a boutique like office set up. A user can have its own private space or can have a desk at a location. It offers annual membership to its users. The members are curated before they can join the community. Currently it has three location which are New York, Los Angeles and London.",https://www.neuehouse.com/,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2012,0,United States,Global,Yes,"Wednesday, 22 April 2020",Series C,"$76,155,450.00",Emerging,TRUE,FALSE
GoWork,"GoWork is a provider of managed co-working space. The company offers dedicated desks, private offices, event spaces, meeting rooms, and several other enterprise solutions. Some of the amenities provided are WiFi, printers, cafeteria, and business support, among others. The company earns revenue through its monthly subscription-based plans. Its mobile app is available for both Android and iOS devices.",https://go-work.com,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2016,0,Indonesia,Global,Yes,"Tuesday, 16 February 2021",Series A,"$13,001,600.00",Nascent,TRUE,FALSE
Table Space,"Table Space provides managed co-working spaces and dedicated office spaces for tenants looking to occupy spaces for longer periods. The amenities provided by the company is workstations, high-speed Wifi, meeting rooms & more. The company's product includes a private dedicated office with facilities such as private entry/exit, private CCTV access, dedicated network, server room, parking space, and more; and Customizable office with facilities such as flexible lease plans, office layouts, board/meeting rooms, and more. The company earns revenue by charging a monthly bill for its services.",http://tablespace.work,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2018,78,India,Global,Yes,"Friday, 10 July 2020",Seed,"$1,372,761.00",Nascent,TRUE,FALSE
Shipway,"Platform offering eCommerce multi-carrier shipping solution. Its features include shipping automation, return management, fraud management, NDR management, tracking & notification management, and more. The solution can be integrated onto platforms like Shopify, Woocommerce, Bigcommerce, eBay, and more. The company offers solutions on the subscription-based policy.",https://shipway.com,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,2015,0,India,Global,Yes,"Thursday, 29 April 2021",Seed,2.522.332,Emerging,TRUE,FALSE
iF Lastmile,"Platform offering end-to-end logistics for eCommerce businesses. The company offers solutions from warehousing, order management, packing & shipping, delivery, and return management. The solution can connect to the platform mainly Shopify, Salesforce, Woocommerce, Prestashop, Magento, and more.",https://www.iflastmile.com/,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,2020,0,Spain,Europe,Yes,"Wednesday, 17 November 2021",Seed,1.648.875,Nascent,TRUE,FALSE
Changepay,"Change Pay is an integrated local commerce solution for college. It integrates multiple services such as ordering food, ordering things, and other services through an application and an IoT lockbox. It enables the hostel administration to limit delivery activity to the demarcated area, provides loyalty-based discounts to students, and more.",https://changepay.co,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,2019,0,India,Global,Yes,"Friday, 15 May 2020",Seed,116.016,Nascent,TRUE,FALSE
Kubbo,"Kubbo is a provider of e-commerce fulfillment solutions. Its platform integrates with online stores to automatically receive their inventories and orders. The items are then picked and packed through its network of warehouses, to provide same-day deliveries.",https://kubbo.io,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,2019,0,Spain,Europe,Yes,"Thursday, 23 April 2020",Seed,288.423,Nascent,TRUE,FALSE
TRIDEX BAZAAR,"TRIDEX BAZAAR is an online platform offering last-mile delivery services. The company offers last-mile delivery through the EV fleet. It also offers other services like warehouse solutions, finance services, virtual sale assistants, data insights, and more.",https://tridexbazaar.com,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,2019,0,India,Global,Yes,"Tuesday, 31 August 2021",Seed,20.448,Nascent,TRUE,FALSE
GoPik,"Provider of last-mile eCommerce delivery services. It offers last-mile delivery to remote locations, courier, and parcel delivery services. It connects farmers with urban buyers through its platform. Also, offers insurance and rural lending services.",https://gopik.org/cgi-sys/suspendedpage.cgi,Finance​,Financing,(5) Easing cash flow financing for businesses,2017,0,India,Global,Yes,"Thursday, 3 December 2020",Seed,223.845,Nascent,TRUE,FALSE
GoWork,"Gowork India is a provider of managed co-working spaces. It offers shared working spaces, private desks, permanent desks, private offices, luxury offices, and more. Some of the amenities provided by the company include premium Wifi, medical center, meditation zone, gaming zone, valet parking, basketball court, gym/spa, among others. Users can choose from various daily and monthly packages the prices for which depends on the amenities availed.",https://www.goworkindia.com/,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2017,0,India,Global,Yes,"Tuesday, 6 August 2019",Seed,"$81,037.00",Nascent,TRUE,FALSE
Dunzo,"Provider of multi-category home delivery services. Customers can manage errand services & tasks across various categories including buying, shipping, home repairs, home services, and more through their platform or app. The company uses its fleet of errand runners or coordinates with local merchants or vendors to deliver the task. Users can pay for the service either directly to the service provider or through the in-app feature. Their mobile app is available for iOS & Android devices.",https://www.dunzo.com/bangalore,Transport & Logistics ,Logistics​,(13) Offering convenient local fulfilment and delivery,2014,529,India,Global,Yes,"Thursday, 6 January 2022",Series E,400.573.153,Mature,TRUE,FALSE
Zipline,"Provider of drones for on-demand delivery services. It uses its proprietary fixed-wing drone for delivering payloads attached to a paper parachute. When a health worker sends an order for vaccines, medicines, and blood, a worker at a central distribution center loads the supplies on the drone and launches the drone, which follows a pre-programmed path. The path may be modified at all times via a tablet application. It also offers retail delivery services.",https://flyzipline.com,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,2014,185,United States,Global,Yes,"Wednesday, 30 June 2021",Series E,501.300.000,Mature,TRUE,FALSE
ABL,"Provider of managed co-working spaces. It facilitates hot desk booking, dedicated desk booking, office suites, dedicated workspaces, private office booking, and more.",https://www.ablworkspaces.com/,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2017,0,India,Global,Yes,"Monday, 29 November 2021",Series A,"$4,128,152.00",Nascent,TRUE,FALSE
OfficeRnD,"SaaS-driven co-working spaces management software for space planning and management. The company’s solution allows clients to design a workplace, organize the office inventory, track re-locations, and optimize the space without CAD files. It offers its system for office spaces, co-working spaces, universities or schools, and furniture shops, and more.",https://www.officernd.com/,Support Services,Expertise & Community,(10) Providing physical spaces for working and selling,2015,1,United Kingdom,Europe,Yes,"Friday, 3 September 2021",Series A,"$17,391,416.00",Emerging,TRUE,FALSE
